timestamp,visitorid,event,itemid,transactionId
1434814333637,160804,view,310816,
1434814307482,1086075,view,272976,
1434816502055,987102,view,444593,
1434810212891,1255217,view,279457,
1434815145627,943801,view,459475,
1434815418640,765630,view,33907,
1434816237791,1150086,view,382885,
1434812409384,160804,view,310816,
1434808941381,1169426,view,120541,
1434813207581,765630,view,268081,
1434814941285,1086075,view,272976,
1434780442323,587358,view,279457,
1434784245898,1095055,view,122604,
1434839239153,587358,view,279457,
1434842602951,1150086,view,363210,
1434838478383,1150086,transaction,148103,467.0
1434836604910,548772,transaction,174719,253.0
1434839796211,414649,view,432478,
1434838833166,1385029,view,382885,
1434864090202,788193,view,266553,
1434864695183,712453,view,466614,
1434864007673,788193,view,89044,
1434862438375,788193,view,89044,
1434866330123,788499,view,37254,
1434864829420,157844,view,216019,
1434845340206,160804,view,310816,
1434845857401,587358,view,279457,
1434843632651,684514,view,448943,
1434843942011,593048,view,273239,
1434823752461,814529,view,309778,
1434821816564,1335622,view,277762,
1434819743347,1157071,view,20017,
1434820635437,197686,view,200425,
1434821506165,548772,transaction,382885,8644.0
1434823560380,1385029,view,382885,
1434818956088,1385029,view,382885,
1434823006286,765630,view,355325,
1434822885624,765630,view,382885,
1434821629230,684514,view,199018,
1434818728014,765630,view,368314,
1434821180886,765630,view,58752,
1434821621242,765630,view,58752,
1434834831459,548772,view,2416,
1434833359095,552261,view,171878,
1434834779989,765630,view,186702,
1434836347458,39651,view,33907,
1434833937810,772775,view,370653,
1434831181527,776534,view,20388,
1434830712812,548772,view,272455,
1434831029660,587358,view,279457,
1434831561637,1150086,view,161623,
1434833468537,1385029,view,382885,
1434824516518,104829,view,335975,
1434824438146,1385029,view,382885,
1434823844507,814529,view,257040,
1434828819610,684514,view,327946,
1434829969528,534792,view,357054,
1434828731576,684514,view,327946,
1434859490762,585935,view,389172,
1434862485466,788193,view,869,
1434861936356,1385029,view,382885,
1434861004247,534792,addtocart,361551,
1434862478063,788193,view,89044,
1434846396046,603938,view,212767,
1434846910625,687785,view,175356,
1434846369194,603938,view,10516,
1434814990602,1086075,view,93101,
1434812453173,160804,view,310816,
1434814801181,1150086,view,284648,
1434813596780,765630,view,272976,
1434814186637,1086075,view,272976,
1434812340550,765630,view,444006,
1434815120426,253536,view,169260,
1434814609512,1086075,view,272976,
1434815170258,160804,view,310816,
1434782280566,587358,view,279457,
1434801745222,1086719,view,440248,
1434802237852,733192,view,103127,
1434805942794,1169426,view,120541,
1434864218420,1385029,view,382885,
1434863071029,428880,view,357583,
1434863016305,987102,view,444593,
1434863998005,788193,view,869,
1434855962944,491323,view,141240,
1434853476443,776534,view,20388,
1434855900779,987102,view,444593,
1434850469546,1105004,view,128908,
1434842206862,1150086,view,279332,
1434842599697,414649,view,89044,
1434836777992,587358,view,279457,
1434838372327,1150086,addtocart,148103,
1434842257961,160804,view,310816,
1434817337073,1385029,view,382885,
1434818638258,816229,view,396064,
1434833297622,552261,view,218794,
1434835090520,548772,addtocart,2416,
1434833165093,1150086,addtocart,118914,
1434834301899,684514,view,303833,
1434833471429,552261,addtocart,171878,
1434833461196,552261,view,171878,
1434824647068,765630,view,198903,
1434829929496,534792,view,357054,
1434828971852,63244,view,403757,
1434829507892,534792,addtocart,357054,
1434824306190,814529,view,414410,
1434826080004,1385029,view,382885,
1434827246998,816229,view,396064,
1434830053904,534792,addtocart,248626,
1434858501291,712453,view,466614,
1434859066264,1117079,view,322973,
1434848927180,839424,view,150547,
1434847347731,765630,view,336131,
1434843578856,160804,view,310816,
1434845465288,1169426,view,120541,
1434816589093,1167457,view,174185,
1434814824065,1086075,view,93101,
1434814675440,1086075,view,272976,
1434814636813,160804,view,310816,
1434808814080,388556,view,306289,
1434814362515,1086075,view,272976,
1434814854237,1086075,view,93101,
1434814480733,1255217,view,279457,
1434815032907,160804,view,310816,
1434810035902,687785,view,175356,
1434815925327,1150086,view,382885,
1434814892088,253536,view,349506,
1434815865517,1357576,view,103242,
1434802626250,1172198,view,414460,
1434780513750,428880,view,357583,
1434803879303,1167457,view,297884,
1434864242025,788193,view,89044,
1434864673444,552261,view,171878,
1434865727977,618368,view,411482,
1434852158180,765630,view,170262,
1434850462119,1165148,view,7943,
1434852344194,1150086,view,466614,
1434850439107,1086719,view,440248,
1434854015212,433583,view,418277,
1434840443979,684514,view,310702,
1434840450252,433583,view,398489,
1434841095597,1150086,view,255725,
1434838796894,1385029,view,382885,
1434842577834,414649,view,118551,
1434839793471,587358,view,279457,
1434838601744,1150086,view,148103,
1434839832112,433583,view,418277,
1434842519318,1169426,view,120541,
1434916424099,836635,view,4001,
1434916485264,1157071,view,20017,
1434920388985,836635,view,39449,
1434921332349,712453,view,39449,
1434916330058,836635,view,4001,
1434918783363,836635,view,466614,
1434917706918,712453,view,466614,
1434948471485,1385029,transaction,382885,18.0
1434915799113,1010711,view,12217,
1434913316054,716510,view,95426,
1434911913199,765630,addtocart,48030,
1434911840249,138131,view,360487,
1434915449085,138131,view,268081,
1434916099986,836635,addtocart,4001,
1434914044049,1169426,view,120541,
1434915145597,1010711,addtocart,322717,
1434915452977,138131,view,268081,
1434931722862,765630,view,110283,
1434929486471,765630,view,121489,
1434928570508,765630,view,316753,
1434928122821,765630,view,26210,
1434930227659,1335622,view,277762,
1434932597683,765630,addtocart,234255,
1434941190193,836635,view,186702,
1434940150959,836635,view,48030,
1434939657233,836635,view,172894,
1434940309694,836635,view,48030,
1434940519072,836635,view,48030,
1434940282744,836635,view,48030,
1434941276963,765630,view,208939,
1434939374399,836635,view,132600,
1434939669888,836635,view,227790,
1434936788230,765630,view,184199,
1434938335939,936436,view,869,
1434934170129,528074,view,296795,
1434935547463,1165766,view,29100,
1434867021540,756442,view,256706,
1434867610081,756442,view,98178,
1434876428699,1165766,view,29100,
1434899230570,765630,view,338395,
1434897384474,388556,view,306289,
1434896233282,814529,view,257040,
1434896989307,814529,view,309778,
1434922524363,765630,view,456056,
1434922942101,765630,view,186702,
1434949393059,289089,addtocart,329279,
1434950356087,253536,view,349506,
1434905398555,788193,view,58638,
1434910247694,1010711,view,460188,
1434907698380,433583,view,418277,
1434905436741,138131,view,390934,
1434904848152,788193,view,89044,
1434905447753,138131,addtocart,390934,
1434905363407,788193,view,89044,
1434904516331,788193,view,89044,
1434908785531,593331,view,268955,
1434908640498,157844,view,216019,
1434904912441,788193,view,254418,
1434905731955,138131,transaction,390934,16755.0
1434905486362,253536,view,349506,
1434905625543,253536,view,349506,
1434904908942,253536,view,349506,
1434938808500,765630,view,292444,
1434937428379,138131,view,159780,
1434938123091,1117079,addtocart,292444,
1434934122003,138131,view,390934,
1434937536436,765630,view,159780,
1434934289727,138131,view,390934,
1434938378266,936436,view,89044,
1434935348486,1220372,view,83366,
1434937630514,765630,view,172126,
1434918583117,836635,view,466614,
1434917197629,138131,view,4001,
1434921030334,138131,view,309778,
1434918244679,836635,addtocart,466614,
1434952223468,292344,view,461686,
1434950165050,253536,view,349506,
1434899988772,765630,view,52928,
1434899818050,836635,view,40140,
1434901863227,765630,view,186702,
1434900214913,836635,view,321712,
1434896799481,814529,view,257040,
1434895734168,1385029,view,382885,
1434899962809,836635,addtocart,40140,
1434896191482,814529,view,309778,
1434900128211,836635,view,40140,
1434899839357,765630,view,379520,
1434932413974,839424,view,150547,
1434932089873,836635,view,338395,
1434927909970,765630,view,26210,
1434867545330,756442,view,256706,
1434890706064,1169426,view,120541,
1434871006986,1348163,view,191049,
1434910634404,1010711,view,84310,
1434915932323,836635,view,4001,
1434914064862,1010711,addtocart,268081,
1434914063531,1010711,view,268081,
1434910950445,1010711,view,64951,
1434911046972,1010711,addtocart,234255,
1434914835353,788193,view,89044,
1434915700934,1169426,view,120541,
1434910449361,1010711,view,441953,
1434912719005,1010711,view,290999,
1434910543291,1010711,view,64951,
1434912921160,1010711,view,183511,
1434912305513,712453,view,466614,
1434915885205,138131,view,322717,
1434911014334,1010711,view,234255,
1434947173471,1208006,view,355511,
1434948396359,1385029,addtocart,382885,
1434941080376,836635,view,119736,
1434941747664,836635,view,48030,
1434944127476,774003,view,361103,
1434940446146,836635,view,48030,
1434926979911,777089,view,221329,
1434926552233,5377,view,422547,
1434927188021,388556,view,306289,
1434924834768,687785,view,175356,
1434923077995,765630,view,277119,
1434904975905,788193,view,303828,
1434904881801,788193,view,303828,
1434910246259,836635,view,262521,
1434910051654,1010711,view,234255,
1434909929759,765630,addtocart,165302,
1434908504425,138131,view,214790,
1434936415090,1220372,view,375118,
1434938582639,138131,view,442837,
1434938306703,1117079,view,212216,
1434934519894,528074,view,296795,
1434936888080,765630,view,284045,
1434934424795,765630,view,447215,
1434938265899,1117079,view,292444,
1434934165484,138131,view,390934,
1434937629508,5377,view,422547,
1434915119093,602115,view,368403,
1434911078115,1010711,view,234255,
1434915390191,765630,view,119736,
1434915366338,765630,view,268081,
1434911154855,1010711,view,12217,
1434914090752,1010711,view,268081,
1434911516900,765630,view,48030,
1434914591508,836635,view,342530,
1434940256902,836635,transaction,48030,11257.0
1434943010362,854743,view,462188,
1434939712214,765630,view,330469,
1434942055994,1165766,view,29100,
1434940348321,836635,view,48030,
1434932129569,765630,view,110283,
1434933389943,564199,view,405770,
1434931769701,765630,view,110283,
1434933488837,564199,view,405770,
1434929460828,765630,view,121489,
1434929694844,836635,view,301721,
1434932101726,32252,view,133138,
1434948364599,1385029,view,382885,
1434947026365,564199,view,405770,
1434867002649,756442,view,256706,
1434889331229,1169426,view,120541,
1434895345085,1172198,view,414460,
1434897846397,388556,view,306289,
1434901910394,836635,view,92271,
1434896619403,814529,view,354555,
1434901859273,765630,view,119736,
1434896663817,814529,view,354555,
1434902690366,1255217,view,279457,
1434900300422,836635,view,321712,
1434900036291,836635,transaction,40140,15971.0
1434900022248,1392092,view,280328,
1434902301382,765630,view,367490,
1434899200638,836635,view,274798,
1434921981906,1010711,view,322717,
1434916296969,836635,transaction,4001,17122.0
1434921470169,765630,view,428257,
1434920749696,593048,view,273239,
1434921880339,765630,view,268081,
1434920761162,138131,view,309778,
1434919701504,836635,view,466614,
1434920352607,712453,view,466614,
1434917980697,712453,view,466614,
1434923464756,1106766,view,98547,
1434924275125,292344,view,461686,
1434922965235,765630,view,290999,
1434924289134,1051557,view,397642,
1434907467259,433583,view,418277,
1434906513253,788193,view,89044,
1434905015881,253536,view,169260,
1434906736180,1089235,view,291877,
1434904416625,1117079,view,292444,
1434905410026,788193,view,89044,
1434947033427,854743,view,462188,
1434946081200,433583,view,206930,
1434934982050,1157071,view,20017,
1434934633831,528074,view,296795,
1434938348449,936436,view,89044,
1434938270618,1117079,view,292444,
1434938107389,1117079,view,292444,
1434938653048,138131,addtocart,442837,
1434938848103,765630,view,71733,
1434913985058,63244,view,403757,
1434912682379,1010711,addtocart,290999,
1434914816480,1010711,view,322717,
1434915535667,138131,view,290999,
1434911314892,593331,view,66974,
1434911787908,138131,view,114137,
1434915842397,1010711,view,12217,
1434913576922,1010711,view,230842,
1434913458487,1010711,view,273762,
1434931569178,138131,view,401151,
1434932731511,765630,transaction,234255,14317.0
1434928394575,765630,view,103961,
1434931642748,138131,view,401151,
1434919192571,138131,view,309778,
1434920435390,765630,view,338427,
1434919471773,138131,view,253156,
1434921876542,765630,view,322717,
1434918487765,836635,transaction,466614,3875.0
1434920956647,138131,addtocart,309778,
1434919635685,836635,view,466614,
1434869333006,292344,view,461686,
1434869391018,292344,view,461686,
1434901691046,1157071,view,20017,
1434900212831,765630,view,29196,
1434898985036,1165148,view,7943,
1434902868522,585935,view,389172,
1434896636385,814529,view,257040,
1434896759237,814529,view,360487,
1434902606143,765630,view,367490,
1434896938705,814529,view,360487,
1434896498331,814529,view,360487,
1434902446413,765630,view,268335,
1434897080243,814529,view,360487,
1434897129730,814529,view,257040,
1434902482289,765630,view,367490,
1434897084402,814529,view,354555,
1434900393182,138131,view,303776,
1434939613716,836635,view,132600,
1434939878764,836635,view,48030,
1434939650922,836635,view,132600,
1434939399084,836635,addtocart,132600,
1434939993636,836635,addtocart,48030,
1434952406379,1155466,view,416017,
1434952731876,289089,view,329279,
1434950216923,253536,view,349506,
1434926697015,388556,view,306289,
1434926710007,388556,view,306289,
1434922522497,765630,view,456056,
1434923759626,1165148,view,322717,
1434925751511,765630,view,110283,
1434925305995,1010711,view,322717,
1434922849420,765630,view,119736,
1434926240801,836635,view,268335,
1434923001324,765630,view,322717,
1434903918375,1169426,view,120541,
1434904788184,788193,view,89044,
1434907012144,433583,view,418277,
1434905503219,788193,view,303828,
1434909858692,765630,view,165302,
1434905301213,253536,addtocart,166138,
1434938847197,602115,view,368403,
1434938742429,138131,transaction,442837,10476.0
1434938391022,160804,view,310816,
1434936564495,1220372,view,83366,
1434934459299,765630,view,447215,
1434912999571,1010711,view,458637,
1434913645159,593331,view,66974,
1434915913728,1010711,addtocart,322717,
1434910545599,765630,view,379841,
1434912374413,593331,view,66974,
1434912665250,1010711,view,290999,
1434911264555,138131,view,114137,
1434915844915,1010711,addtocart,12217,
1434913240682,1010711,view,268081,
1434915358342,765630,view,268081,
1434915137526,836635,view,120763,
1434916018193,138131,view,322717,
1434915098921,1010711,view,322717,
1434916098432,836635,view,4001,
1434914627181,836635,view,415610,
1434912032575,765630,transaction,48030,15035.0
1434915898162,1010711,view,12217,
1434933654506,167489,view,374554,
1434932532003,295588,view,216044,
1434932591611,765630,view,234255,
1434933229692,712453,view,39449,
1434928521033,765630,view,334401,
1434929968507,836635,view,369158,
1434946694884,1335622,view,277762,
1434946127971,433583,view,206930,
1434918989566,836635,view,466614,
1434919827567,836635,view,334401,
1434921894424,167489,view,374554,
1434921831828,1051557,view,397642,
1434921879049,765630,view,290999,
1434921270523,39736,view,420960,
1434921585443,1010711,transaction,290999,4637.0
1434887195000,640951,view,129356,
1434869645164,292344,view,32581,
1434867063166,756442,view,98178,
1434869264403,292344,view,461686,
1434899830824,765630,view,379520,
1434898923809,1169426,view,120541,
1434895672743,687785,view,175356,
1434900492539,138131,view,450641,
1434897378583,388556,view,306289,
1434952575565,428880,view,357583,
1434949390362,289089,view,329279,
1434949963810,564199,view,181493,
1434939546759,836635,transaction,132600,9968.0
1434939714034,1220372,view,284045,
1434940576065,534792,view,361551,
1434940588989,534792,view,361551,
1434939245143,765630,view,292444,
1434927759546,733192,view,103127,
1434922817429,765630,view,268081,
1434908996675,987102,view,444593,
1434909866396,1010711,view,234255,
1434905195477,253536,view,166138,
1434905007504,788193,view,869,
1434909985716,765630,transaction,165302,13063.0
1434904889235,97958,view,167399,
1434907107869,433583,view,418277,
1434905469271,788193,view,89044,
1434910154963,1010711,view,355994,
1434909283169,836635,view,340808,
1434904804718,788193,view,118551,
1434909997405,1010711,view,191303,
1434948968497,602115,view,368403,
1434933636692,167489,view,374554,
1434930908961,97958,view,167399,
1434933497423,564199,view,405770,
1434900090903,765630,view,461686,
1434896449391,814529,view,354555,
1434899125811,1366479,view,243606,
1434895847011,1169426,view,120541,
1434898911647,765630,view,456005,
1434899460162,836635,view,257200,
1434915645938,556111,view,187138,
1434915532297,138131,view,290999,
1434916077425,836635,addtocart,4001,
1434915926461,138131,addtocart,322717,
1434915362813,1010711,view,322717,
1434912375872,1392092,view,107503,
1434915369668,765630,view,268081,
1434913377642,1010711,view,268081,
1434915142319,836635,view,454784,
1434915384672,765630,view,186702,
1434912599624,1010711,view,290999,
1434915623886,138131,view,12217,
1434935010486,765630,view,456056,
1434938459581,1117079,view,292444,
1434938667856,1117079,transaction,292444,5053.0
1434890153585,1392092,view,458271,
1434892107800,1392092,view,458271,
1434885216179,152693,view,62549,
1434869593081,292344,view,461686,
1434943905090,774003,view,361103,
1434940007494,836635,view,48030,
1434939654139,836635,view,67304,
1434941729539,1385029,view,382885,
1434918209949,836635,view,466614,
1434919444910,679502,view,134255,
1434921836997,1051557,addtocart,397642,
1434921585443,1010711,transaction,322717,4637.0
1434921585443,1010711,transaction,268081,4637.0
1434916345722,836635,view,119736,
1434919252326,768267,view,466385,
1434921590029,987102,view,444593,
1434916772400,1169426,view,120541,
1434919855871,1010711,view,322717,
1434924986403,1166741,view,231243,
1434923968272,765630,view,397642,
1434926126573,836635,view,11663,
1434927712194,1335622,view,277762,
1434923544024,836635,view,340960,
1434924288235,1165148,view,322717,
1434995324383,76757,view,57389,
1434994533234,732249,view,165030,
1434994643443,684514,view,17478,
1434995073217,5377,view,422547,
1434994310636,76757,view,115258,
1434992355251,836635,view,303828,
1434994251260,1150086,view,132347,
1434995018871,839424,view,150547,
1434995356969,77390,view,33912,
1434994539947,684514,view,17478,
1434992202594,1150086,transaction,223203,6779.0
1435016442829,895999,view,222604,
1435015247246,1150086,view,55925,
1435018743865,687785,view,175356,
1435018637664,684514,view,119736,
1435015011730,546086,view,405770,
1435016412909,285368,view,40870,
1435016706145,285368,view,40870,
1435016696545,895999,view,442837,
1435018814624,987102,view,444593,
1435019155756,253536,view,102176,
1435018556813,1224022,view,95977,
1435018647954,765630,addtocart,4001,
1435019167617,654425,view,250212,
1435017962693,765630,transaction,323381,11927.0
1434986458878,1015139,view,12217,
1434984948763,1150086,view,257575,
1434986459011,388556,view,306289,
1434985978410,1150086,view,177522,
1434980502669,1166741,view,231243,
1434985602385,895999,view,382885,
1435004005094,497170,view,102891,
1435006632889,414649,view,118551,
1435006727978,414649,view,438322,
1435005015984,765630,transaction,257655,12090.0
1435005991045,414649,view,438322,
1435006793543,414649,view,438322,
1435006523126,684514,view,301721,
1435004855089,684514,view,89775,
1435004821941,765630,view,257655,
1435006871884,1142191,view,239006,
1434998264683,76757,addtocart,458271,
1434997554540,167489,view,374554,
1434996457748,765630,addtocart,134118,
1434997407444,836635,view,119736,
1434998767074,634327,view,184903,
1434996550516,765630,transaction,134118,5230.0
1434996672444,836635,view,450641,
1434997304547,836635,transaction,168927,9987.0
1434996899639,765630,view,248711,
1434998592661,211691,view,265571,
1434998651649,211691,view,268972,
1434998641495,211691,view,241555,
1434997656964,1126569,view,222604,
1434954695886,289089,view,329279,
1434975626416,788499,view,37254,
1435012042488,836635,view,55925,
1435011343400,556111,view,187138,
1435014571272,765630,view,392146,
1435014190209,198153,view,312728,
1435014415887,640951,view,129356,
1435011797856,684514,view,181493,
1435000316189,684514,view,294807,
1434999663832,765630,view,215868,
1435001200609,1150086,view,148103,
1435001203825,1142191,view,38965,
1435002665350,1122038,view,118551,
1434999697987,1150086,view,248262,
1435000187624,684514,view,215503,
1435000051725,1336835,view,389814,
1435001452410,1086719,view,440248,
1435001146948,836635,view,206241,
1435000883944,895999,view,257655,
1435001033447,1142191,view,37115,
1435008300565,1150086,view,118551,
1435007119242,1142191,view,283115,
1435007321436,1142191,view,283115,
1435008104488,1150086,view,34843,
1435010554605,836635,addtocart,444006,
1435007069446,1142191,view,265571,
1435006983127,1142191,addtocart,265571,
1435010670244,1150086,view,432478,
1435010369089,138131,view,206241,
1435007210371,756442,addtocart,98178,
1435030311348,1311810,view,350103,
1435032369020,556111,view,187138,
1435032222631,1385029,view,382885,
1434988052631,684514,view,186702,
1434990905209,1150086,view,223203,
1434988345644,895999,view,448494,
1434988659534,895999,view,454818,
1434990452268,138131,view,223203,
1434991495822,836635,view,303828,
1434987668300,1015599,view,350384,
1434987192258,1150086,view,174529,
1434986836579,684514,view,261589,
1435020108885,684514,view,310944,
1435020947449,1150086,view,370395,
1435022398488,768267,view,466385,
1435021327822,684514,view,215868,
1435023569859,765630,view,50648,
1435020526142,756442,view,252290,
1435020093994,684514,view,393111,
1435029841651,1311810,view,301843,
1435029396058,1311810,view,350103,
1435027830290,684514,view,389158,
1434996431623,684514,view,312781,
1434995853847,1142191,view,252319,
1434996682205,987102,view,444593,
1434996436845,765630,view,134118,
1434997589856,167489,view,374554,
1434995889093,1142191,view,239006,
1434995785924,1142191,view,319680,
1434997166597,836635,addtocart,168927,
1434997297376,765630,addtocart,432152,
1434997399131,836635,view,168927,
1434999223808,211691,view,268972,
1434997121745,836635,view,168927,
1435017631494,1336835,view,373384,
1435017030002,836635,view,257200,
1435018922571,765630,view,4001,
1435019788764,38015,view,323381,
1435019381594,1142191,view,265571,
1435017962911,765630,transaction,14671,11927.0
1435017675974,1142191,view,283115,
1435019591958,1142191,view,239006,
1435017598839,765630,addtocart,323381,
1435019326171,253536,view,349506,
1435015496742,388556,view,306289,
1435017329391,684514,view,389158,
1434956526834,289089,view,329279,
1434954222579,695164,view,308102,
1434973800960,394049,view,7943,
1434954325979,695164,view,308102,
1434971431355,1311810,view,384302,
1435037415694,394049,view,7943,
1435013146582,765630,view,188390,
1435013136720,765630,view,271405,
1435011111032,684514,view,456056,
1435012589771,765630,view,304877,
1435012906526,1015139,view,304877,
1435014629149,1134975,transaction,312728,15069.0
1435012017836,684514,view,137974,
1435012878529,1015139,addtocart,304877,
1435014617115,765630,view,296247,
1435013196651,1150086,addtocart,304877,
1434992740577,684514,view,133224,
1434994080119,76757,view,115258,
1434994660905,732249,view,90219,
1434992223302,836635,transaction,303828,8705.0
1434994822473,95405,view,261673,
1434995067774,836635,view,113233,
1434995182759,77390,view,33912,
1434995195258,73449,view,33912,
1434991596198,1000306,view,257655,
1434993522646,38015,view,41803,
1434985950581,1015599,view,276704,
1434984293545,983447,view,130221,
1434982416920,776534,view,20388,
1434986148312,1089235,view,291877,
1434983186180,1157071,view,20017,
1434985316104,1322117,view,170262,
1434985846096,1322117,view,290999,
1434983941405,983447,view,325310,
1434984157676,983447,view,266553,
1434984192000,983447,view,130221,
1435032758891,872031,view,350103,
1435030351245,1311810,view,206880,
1435001324365,1142191,view,283115,
1435001485604,1142191,view,283115,
1435000337506,825321,view,304685,
1435002594351,1086719,view,440248,
1435001195063,73449,view,33912,
1435000028109,186313,view,405770,
1434999372598,1015139,view,206241,
1435000644555,1015139,view,316753,
1435001117350,1142191,view,325310,
1435001352640,1142191,view,325310,
1435001959726,414649,view,303828,
1434999842375,1150086,transaction,248262,10515.0
1435001990548,765630,addtocart,118551,
1435000379386,198153,view,304685,
1435000454506,825321,view,304685,
1435009373449,825321,view,24734,
1435009920743,836635,view,228392,
1435009732606,684514,view,7943,
1435010732114,836635,view,444006,
1435009927281,76757,view,445105,
1435007256273,1142191,view,265571,
1435010029642,1150086,view,444006,
1435010565620,1000306,view,133907,
1435005977822,1150086,view,170262,
1435004700518,1015139,view,115258,
1435004719198,856874,view,34843,
1435004279910,836635,view,111530,
1435004828409,76757,transaction,458271,17010.0
1435003354409,1150086,view,262982,
1435003939417,95405,view,403848,
1435005282033,518659,view,389814,
1434990779981,1322117,addtocart,170262,
1434988540433,1362813,view,124272,
1434989319577,76757,addtocart,23762,
1434989012876,97958,view,167399,
1434991271822,414649,view,303828,
1434989178368,192260,view,85914,
1434987693135,1015599,view,211418,
1434990687526,138131,view,223203,
1434990762144,1322117,view,170262,
1435020019621,684514,view,26634,
1435024391587,987102,view,444593,
1435022289444,765630,view,200180,
1435020245566,756442,view,98178,
1435020739735,774003,view,361103,
1435022515278,1029004,view,144704,
1435036342194,772775,view,370653,
1435035472957,564674,view,183178,
1435035738689,564674,view,294242,
1435010297026,836635,view,444006,
1435009757967,1224022,view,95977,
1435009750624,765630,view,392146,
1435010675482,836635,transaction,444006,7497.0
1435007115203,756442,view,98178,
1435007606887,76757,transaction,191303,6332.0
1435008034249,684514,view,98178,
1435008967932,1348163,view,191049,
1435008410626,1150086,transaction,118551,3231.0
1434993805519,825321,view,177522,
1434992959943,79627,view,72118,
1434991617763,836635,addtocart,303828,
1434993043190,895999,view,425758,
1434994723965,634327,view,261673,
1434992260422,684514,view,223203,
1435014786065,684514,view,132683,
1435014589018,1134975,addtocart,312728,
1435012860359,1015139,view,304877,
1435014683346,1142191,view,265571,
1435013310029,836635,transaction,17478,3971.0
1435006547350,765630,view,342530,
1435006690096,1142191,view,82377,
1435006937259,1142191,view,265571,
1435003195533,836635,view,67811,
1435006857118,765630,view,342530,
1435004724107,684514,view,338395,
1435006619939,38015,view,380014,
1435016793723,765630,view,398489,
1435019214728,684514,view,339808,
1435016857775,285368,view,40870,
1435018616810,765630,view,4001,
1435017962927,765630,transaction,184331,11927.0
1435017962411,765630,transaction,244027,11927.0
1435016978400,765630,addtocart,398489,
1435016084309,836635,view,12217,
1435015169522,1166741,view,231243,
1435018534653,684514,view,282806,
1435018354458,765630,view,121489,
1435019236408,253536,view,349506,
1435018180904,1336835,addtocart,373384,
1435015760614,76757,view,204494,
1435016841421,285368,view,40870,
1435019643831,253536,view,349506,
1434954923264,289089,view,265810,
1434975010859,1172198,view,414460,
1434956627410,788499,view,37254,
1434954529968,695164,view,308102,
1434971469678,1311810,view,89688,
1434986154708,1150086,addtocart,382885,
1434984720108,1322117,view,170262,
1434985911444,1015599,view,276704,
1434980304662,917504,view,49621,
1434983163102,157844,view,108486,
1434983966692,983447,addtocart,38965,
1434984304485,983447,view,266553,
1434984907226,1322117,view,170262,
1434984508347,1322117,view,257200,
1434986136629,684514,view,119736,
1434984993076,1322117,view,170262,
1435028914174,1348163,view,191049,
1435027961007,534792,view,166691,
1435029026677,1029004,view,144704,
1435027151944,1086719,view,440248,
1435026907208,163344,view,252068,
1435028264402,765630,addtocart,281211,
1435025408004,556111,view,187138,
1435028258853,765630,view,281211,
1435027552343,428880,view,357583,
1435000834858,1142191,view,239006,
1435000732012,1015139,view,344723,
1435001691958,414649,view,118551,
1435001665477,414649,view,438322,
1435002757775,774003,view,361103,
1435001274982,1142191,view,9877,
1435001959333,765630,view,118551,
1435000076884,186313,view,405770,
1435000776180,1142191,view,38965,
1435001592056,1142191,view,9877,
1435000299074,319048,view,120763,
1435000668493,895999,view,257655,
1435002099169,765630,view,303828,
1435000687529,1015139,view,22436,
1435001800965,765630,view,391992,
1435000880593,316850,view,211418,
1435000696366,895999,addtocart,257655,
1435001220941,1150086,addtocart,148103,
1435000334386,684514,view,279531,
1434998033416,77390,view,365673,
1434995631087,76757,view,134118,
1434996349102,765630,view,134118,
1434996150352,1142191,view,325310,
1434998035822,1150086,transaction,248711,3298.0
1434997370200,765630,view,369158,
1434999178594,211691,view,268972,
1434999142876,211691,view,283115,
1434997562660,167489,view,374554,
1434997544163,1065157,view,261673,
1434998263663,76757,view,458271,
1434999229517,211691,view,37115,
1434995827157,1142191,view,239006,
1434997562339,684514,view,254196,
1435034559230,564674,view,415610,
1435034841446,360921,view,365320,
1435034607659,564674,view,294242,
1434988980704,77390,view,33912,
1434988391001,895999,view,302307,
1434987678818,1015599,view,211418,
1434991372133,76757,view,303828,
1434989453152,1341101,view,361103,
1434989599815,76757,transaction,23762,5873.0
1434987738221,895999,view,272976,
1434988207971,684514,view,310944,
1434986993689,684514,view,132347,
1435023281976,684514,view,71733,
1435020409003,756442,view,98178,
1435026603906,534792,view,361551,
1435028520355,765630,transaction,281211,12523.0
1435026014728,684514,view,161623,
1435027584339,765630,view,281211,
1435029806946,1311810,view,19752,
1435009809692,765630,view,392146,
1435007689136,76757,view,119736,
1435007683551,76757,view,191303,
1435009294581,684514,view,7943,
1435009933551,76757,addtocart,445105,
1435010273750,1357083,view,255725,
1435009994262,1150086,view,444006,
1435008254047,1150086,view,118551,
1435007629649,756442,transaction,98178,2796.0
1435007200688,1142191,view,265571,
1435007862555,95405,view,252344,
1435019951126,76757,view,12217,
1435018585560,76757,view,7943,
1435018586960,76757,addtocart,7943,
1435019457090,253536,addtocart,349506,
1435019135627,654425,view,241555,
1435018830839,765630,transaction,4001,9728.0
1435016034925,285368,view,40870,
1434984210891,1322117,view,11663,
1434986122407,684514,view,230616,
1434983852760,983447,view,325310,
1434984909350,157844,view,179834,
1434985090508,1322117,view,290999,
1434986158813,684514,view,230616,
1434984251086,1322117,view,179601,
1434984294482,1322117,view,11663,
1434984417872,1322117,view,141908,
1434985212468,321726,view,202170,
1434980215844,1119917,view,49621,
